PlayedAt,TrackName,ArtistName,TrackId,TrackURL
"December 18, 2024 at 06:45PM",ngm é perfeito,MC Cabelinho,48s5RykIHKyvbE04ejMxH1,https://open.spotify.com/track/48s5RykIHKyvbE04ejMxH1
"December 18, 2024 at 06:48PM",acabou o amor,MC Cabelinho,3TuJODOhChHkg1pbMQ8RW4,https://open.spotify.com/track/3TuJODOhChHkg1pbMQ8RW4
"December 18, 2024 at 06:59PM",tigrinho,MC Cabelinho,56x69XVUEab7NtWMUYvcLe,https://open.spotify.com/track/56x69XVUEab7NtWMUYvcLe
"December 18, 2024 at 07:02PM",Balanço de Rede,WIU,0qaEgZu9Qq9D41zyiAiiro,https://open.spotify.com/track/0qaEgZu9Qq9D41zyiAiiro
"December 18, 2024 at 07:05PM",Voando Num Cisne Negro,Filipe Ret,45eASeDwKCiuTlVUl86jzh,https://open.spotify.com/track/45eASeDwKCiuTlVUl86jzh
"December 18, 2024 at 07:08PM",Vida Eterna,Filipe Ret,54uhguG9xPmCBB4NCbXaWw,https://open.spotify.com/track/54uhguG9xPmCBB4NCbXaWw
"December 18, 2024 at 07:11PM",Quando O Tempo Fechar,Filipe Ret,3Qmd1osh5bArdIRjhpafyz,https://open.spotify.com/track/3Qmd1osh5bArdIRjhpafyz
"December 18, 2024 at 07:13PM",Vibe Infinita,Filipe Ret,3zZzG8v295s437L9X8qjlZ,https://open.spotify.com/track/3zZzG8v295s437L9X8qjlZ
"December 18, 2024 at 07:15PM",Quero Paz,Filipe Ret,2jtg6PA6LmQQa7fS0a7MbF,https://open.spotify.com/track/2jtg6PA6LmQQa7fS0a7MbF
"December 18, 2024 at 07:18PM",Acima De Mim Só Deus,Filipe Ret,08adMS3hYWRQlYmUwGI5rB,https://open.spotify.com/track/08adMS3hYWRQlYmUwGI5rB
"December 18, 2024 at 07:20PM",TEMPO DO OURO,Alee,7a9sHTuIYHpwiAFUMgm7A7,https://open.spotify.com/track/7a9sHTuIYHpwiAFUMgm7A7
"December 18, 2024 at 07:22PM",ON,Alee,3TKDsrJkQhHZ7HDCLFrxFf,https://open.spotify.com/track/3TKDsrJkQhHZ7HDCLFrxFf
"December 18, 2024 at 07:26PM",Nós Combina,Mãolee,4ZrKyfCV1UcHuZjbLp03fM,https://open.spotify.com/track/4ZrKyfCV1UcHuZjbLp03fM
"December 18, 2024 at 07:28PM",Trap de Cria 2,Kyan,5qnho1YQwjbuTa3j3pfoyS,https://open.spotify.com/track/5qnho1YQwjbuTa3j3pfoyS
"December 18, 2024 at 07:36PM",Cena de Cinema,Filipe Ret,0CI8HkuouIAugyOiWkYkt8,https://open.spotify.com/track/0CI8HkuouIAugyOiWkYkt8
"December 18, 2024 at 07:38PM",Tua Fé,Filipe Ret,5MeGkenm8Qzf7f3GuosiXX,https://open.spotify.com/track/5MeGkenm8Qzf7f3GuosiXX
"December 18, 2024 at 07:42PM",Lenda,Filipe Ret,4s9dSsjUpZDSh1NWi8hLcF,https://open.spotify.com/track/4s9dSsjUpZDSh1NWi8hLcF
"December 18, 2024 at 07:45PM",Não Desista Agora,Filipe Ret,0n9b7WrRRZkTy8CfXjbZb4,https://open.spotify.com/track/0n9b7WrRRZkTy8CfXjbZb4
"December 18, 2024 at 07:47PM",TAMBOR,Alee,6lUV4vN68pfhLI4k0NSBYP,https://open.spotify.com/track/6lUV4vN68pfhLI4k0NSBYP
"December 18, 2024 at 07:50PM",PASSADO DE UM VILÃO,Alee,5gXH6r92zVkhgP1BF73J4b,https://open.spotify.com/track/5gXH6r92zVkhgP1BF73J4b
"December 18, 2024 at 07:52PM",Tudo Acaba,Leozin,66T9CxKSwBeZECvwAGXjlm,https://open.spotify.com/track/66T9CxKSwBeZECvwAGXjlm
"December 18, 2024 at 07:56PM",DE VOLTA,Brandão85,2fMm9PrJqhjphXdsNHNoQC,https://open.spotify.com/track/2fMm9PrJqhjphXdsNHNoQC
"December 18, 2024 at 07:59PM",Armários,Chico da Tina,4pZBD3PEGNTQNkhGnWsggr,https://open.spotify.com/track/4pZBD3PEGNTQNkhGnWsggr
"December 18, 2024 at 08:02PM",Urubus,Matuê,3dMzdnrJHul8dFZsJfGaQI,https://open.spotify.com/track/3dMzdnrJHul8dFZsJfGaQI
"December 18, 2024 at 08:06PM","Lean na Fanta (feat. Derek, Dfideliz, MC Igu & Jé Santiago)",Recayd Mob,2L0u8cn67KPS2vjHXVakan,https://open.spotify.com/track/2L0u8cn67KPS2vjHXVakan
"December 18, 2024 at 08:09PM",O Escolhido,Brocasito,338horqJYhaeVjkiFXcVIh,https://open.spotify.com/track/338horqJYhaeVjkiFXcVIh
"December 18, 2024 at 08:12PM",Good Vibe,Filipe Ret,0ssgd2ZvDawP0KHGfBYRpv,https://open.spotify.com/track/0ssgd2ZvDawP0KHGfBYRpv
"December 18, 2024 at 08:15PM",POOL PARTY,MC Cabelinho,6oQ6511FBtTdyyGuVOblEF,https://open.spotify.com/track/6oQ6511FBtTdyyGuVOblEF
"December 18, 2024 at 08:17PM",Cena de Cinema,Filipe Ret,0CI8HkuouIAugyOiWkYkt8,https://open.spotify.com/track/0CI8HkuouIAugyOiWkYkt8
"December 18, 2024 at 08:20PM",Mais Um Voo,Teto,39uMV1Ix79vlMNssVxACuU,https://open.spotify.com/track/39uMV1Ix79vlMNssVxACuU
"December 18, 2024 at 08:23PM",Voando Num Cisne Negro,Filipe Ret,45eASeDwKCiuTlVUl86jzh,https://open.spotify.com/track/45eASeDwKCiuTlVUl86jzh
"December 18, 2024 at 08:26PM",GOTHAM,MC Cabelinho,415dld79DDW9drRA3luAqf,https://open.spotify.com/track/415dld79DDW9drRA3luAqf
"December 18, 2024 at 08:30PM",Sucrilhos,WIU,1nKklxNyHet9zYDrLsYufT,https://open.spotify.com/track/1nKklxNyHet9zYDrLsYufT
"December 18, 2024 at 08:32PM",A Meu Favor,Filipe Ret,3aOnJBwzo1DVQmIJwgj8Au,https://open.spotify.com/track/3aOnJBwzo1DVQmIJwgj8Au
"December 18, 2024 at 08:36PM",Vampiro,Matuê,6bTdZ7xfKp3NqqADJ8HLyj,https://open.spotify.com/track/6bTdZ7xfKp3NqqADJ8HLyj
"December 18, 2024 at 08:42PM",tigrinho,MC Cabelinho,56x69XVUEab7NtWMUYvcLe,https://open.spotify.com/track/56x69XVUEab7NtWMUYvcLe
"December 18, 2024 at 08:45PM",Brinca Demais,WIU,1JzMOnuyabzpRuSudDD4Cq,https://open.spotify.com/track/1JzMOnuyabzpRuSudDD4Cq
"December 18, 2024 at 08:58PM",tigrinho,MC Cabelinho,56x69XVUEab7NtWMUYvcLe,https://open.spotify.com/track/56x69XVUEab7NtWMUYvcLe
"December 18, 2024 at 10:11PM",Bang Bang (feat. Matuê),Garena Free Fire,674zI66aNYezOTSy1xxg5l,https://open.spotify.com/track/674zI66aNYezOTSy1xxg5l
"December 18, 2024 at 10:14PM",terminei recentemente,MC Cabelinho,32Pnch1VwRe5aEubdr5SaH,https://open.spotify.com/track/32Pnch1VwRe5aEubdr5SaH
"December 18, 2024 at 10:18PM",VOLTA,T-Rex,3CpaYsotb6gvM1RGtksLlr,https://open.spotify.com/track/3CpaYsotb6gvM1RGtksLlr
"December 18, 2024 at 10:21PM",Natal Solteiro,WIU,41FfJDG3FRnChcwlLRBgMp,https://open.spotify.com/track/41FfJDG3FRnChcwlLRBgMp
"December 18, 2024 at 10:24PM",Fim,Yunk Vino,2Cmeenm4zqdP24XgOAFPYt,https://open.spotify.com/track/2Cmeenm4zqdP24XgOAFPYt
"December 18, 2024 at 11:10PM",CAROLINA,Alee,1wmNHmZufkSGespZ0ytzlB,https://open.spotify.com/track/1wmNHmZufkSGespZ0ytzlB
"December 18, 2024 at 11:13PM",Empty Out Your Pockets,Juice WRLD,2QxekHjOYDnzNO5w8hu2D9,https://open.spotify.com/track/2QxekHjOYDnzNO5w8hu2D9
"December 18, 2024 at 11:26PM",telepatía,Kali Uchis,6tDDoYIxWvMLTdKpjFkc1B,https://open.spotify.com/track/6tDDoYIxWvMLTdKpjFkc1B
"December 18, 2024 at 11:28PM",terminei recentemente,MC Cabelinho,32Pnch1VwRe5aEubdr5SaH,https://open.spotify.com/track/32Pnch1VwRe5aEubdr5SaH
"December 18, 2024 at 11:31PM",acabou o amor,MC Cabelinho,3TuJODOhChHkg1pbMQ8RW4,https://open.spotify.com/track/3TuJODOhChHkg1pbMQ8RW4
"December 18, 2024 at 11:33PM",Perfect,Logic,5jbDih9bLGmI8ycUKkN5XA,https://open.spotify.com/track/5jbDih9bLGmI8ycUKkN5XA
"December 18, 2024 at 11:36PM",Everybody,Logic,7cGFbx7MP0H23iHZTZpqMM,https://open.spotify.com/track/7cGFbx7MP0H23iHZTZpqMM
"December 18, 2024 at 11:39PM",Bandana 2,Veigh,4V43mdZCFdpZvdDoUHpHUZ,https://open.spotify.com/track/4V43mdZCFdpZvdDoUHpHUZ
"December 18, 2024 at 11:42PM",GEMINI,Duquesa,1vrkzEsrowxRKGaj4eiMsF,https://open.spotify.com/track/1vrkzEsrowxRKGaj4eiMsF
"December 18, 2024 at 11:44PM",Cyberpunk,Yunk Vino,79kpDaVsQQUKRKYaLVsBbK,https://open.spotify.com/track/79kpDaVsQQUKRKYaLVsBbK
"December 18, 2024 at 11:47PM",Vlife,Yunk Vino,2evcFxT2aW4FZznh6DyEwK,https://open.spotify.com/track/2evcFxT2aW4FZznh6DyEwK
"December 18, 2024 at 11:49PM",Dueto,Yunk Vino,2LyeFkeZJ1DJoXB0RlKRC7,https://open.spotify.com/track/2LyeFkeZJ1DJoXB0RlKRC7
"December 18, 2024 at 11:52PM",Design,Yunk Vino,5nVSlaHExOyS5bgyGA0h5g,https://open.spotify.com/track/5nVSlaHExOyS5bgyGA0h5g
"December 18, 2024 at 11:54PM",Ratos,Yunk Vino,4MHpsklcnAPlUgakKmgDu5,https://open.spotify.com/track/4MHpsklcnAPlUgakKmgDu5
"December 18, 2024 at 11:56PM",Campari,Yunk Vino,0HWYFn8L5lLLz9zKGnga5h,https://open.spotify.com/track/0HWYFn8L5lLLz9zKGnga5h
"December 18, 2024 at 11:58PM",Outro,Yunk Vino,3XKyEPa9MLaXQCvBDECIQR,https://open.spotify.com/track/3XKyEPa9MLaXQCvBDECIQR
"December 19, 2024 at 12:02AM",Na Onda do Gin,WC no Beat,3J2dWPo6aN0mwJFcg1aW4e,https://open.spotify.com/track/3J2dWPo6aN0mwJFcg1aW4e
"December 19, 2024 at 12:06AM",Bag,Senndy,56wZGer3DfhZXC6v30Ya1w,https://open.spotify.com/track/56wZGer3DfhZXC6v30Ya1w
"December 19, 2024 at 12:08AM",P.J.L,Yunk Vino,7r98jOSCeBwLGMhIeP2g3B,https://open.spotify.com/track/7r98jOSCeBwLGMhIeP2g3B
"December 19, 2024 at 12:11AM",Atitudes de um Gangsta,Supernova Ent,208uGOTT6zCnhx6YM7B7OF,https://open.spotify.com/track/208uGOTT6zCnhx6YM7B7OF
"December 19, 2024 at 12:14AM",Embalo,"Ryu, The Runner",616O3f20hgTgpmiZf7XgEI,https://open.spotify.com/track/616O3f20hgTgpmiZf7XgEI
"December 19, 2024 at 12:18AM",Esqueceu Seu Brinco,CJota,29s3cKc0N9nS08Kc6Zv06B,https://open.spotify.com/track/29s3cKc0N9nS08Kc6Zv06B
"December 19, 2024 at 12:21AM",Lingerie,Budah,6DlCCmuD04huNMef3ptkn5,https://open.spotify.com/track/6DlCCmuD04huNMef3ptkn5
"December 19, 2024 at 12:24AM",ÉTPM,Jovem Dex,2yNFSf5RNtJwbXhXfMVNCm,https://open.spotify.com/track/2yNFSf5RNtJwbXhXfMVNCm
"December 19, 2024 at 12:26AM",Nasty,Yunk Vino,7MrbjsmJTGEM5aDCo8iYiC,https://open.spotify.com/track/7MrbjsmJTGEM5aDCo8iYiC
"December 19, 2024 at 12:30AM",Jogo Sujo,Yunk Vino,0lkAURQeEdd49DVZPu020Q,https://open.spotify.com/track/0lkAURQeEdd49DVZPu020Q
"December 19, 2024 at 12:32AM",Call me,Leozin,1AGoUReTLuBe2NCEicxqR7,https://open.spotify.com/track/1AGoUReTLuBe2NCEicxqR7
"December 19, 2024 at 12:34AM",Anormal,Yunk Vino,4cosxubF8HUe1jv4086SB6,https://open.spotify.com/track/4cosxubF8HUe1jv4086SB6
"December 19, 2024 at 12:40AM",ESPAÇONAVE,Brandão85,4pwKy99a1IhAwjekz8Zf0c,https://open.spotify.com/track/4pwKy99a1IhAwjekz8Zf0c
"December 19, 2024 at 12:43AM",M4,Teto,07AQkmp456NpEnT8HR7WLy,https://open.spotify.com/track/07AQkmp456NpEnT8HR7WLy
"December 19, 2024 at 12:46AM",Avião no Céu,WIU,4thcFYt8XSL6WHd33MzZNm,https://open.spotify.com/track/4thcFYt8XSL6WHd33MzZNm
"December 19, 2024 at 12:50AM",30 Dias,Yunk Vino,69ebm9wovT0UJX3vBp571J,https://open.spotify.com/track/69ebm9wovT0UJX3vBp571J
"December 19, 2024 at 12:54AM",O Escolhido,Brocasito,338horqJYhaeVjkiFXcVIh,https://open.spotify.com/track/338horqJYhaeVjkiFXcVIh
"December 19, 2024 at 07:11AM",Ilusão,Filipe Ret,3QpkDyuXdjxhIyLyKtyC6O,https://open.spotify.com/track/3QpkDyuXdjxhIyLyKtyC6O
"December 19, 2024 at 07:16AM",tigrinho,MC Cabelinho,56x69XVUEab7NtWMUYvcLe,https://open.spotify.com/track/56x69XVUEab7NtWMUYvcLe
"December 19, 2024 at 07:18AM",terminei recentemente,MC Cabelinho,32Pnch1VwRe5aEubdr5SaH,https://open.spotify.com/track/32Pnch1VwRe5aEubdr5SaH
"December 19, 2024 at 07:21AM",Acima De Mim Só Deus,Filipe Ret,08adMS3hYWRQlYmUwGI5rB,https://open.spotify.com/track/08adMS3hYWRQlYmUwGI5rB
"December 19, 2024 at 07:23AM",B*D B*TCH,Brocasito,0o3XKT1gQUJXO56AycCjGl,https://open.spotify.com/track/0o3XKT1gQUJXO56AycCjGl
"December 19, 2024 at 07:26AM",Angelina,WIU,44OBpSw2bAwEiw26lQZDvy,https://open.spotify.com/track/44OBpSw2bAwEiw26lQZDvy
"December 19, 2024 at 07:29AM",Distante,MD Chefe,7oE08PPqw5XozzHUv1P9XD,https://open.spotify.com/track/7oE08PPqw5XozzHUv1P9XD
"December 19, 2024 at 07:33AM",Lista De Contato,Dudu,6HQG4Qek65p5TwbMalqN1M,https://open.spotify.com/track/6HQG4Qek65p5TwbMalqN1M
"December 19, 2024 at 07:36AM",De Alta,Matuê,0JqPJC8pDM8bSWhD85hegc,https://open.spotify.com/track/0JqPJC8pDM8bSWhD85hegc
"December 19, 2024 at 07:38AM",War,Filipe Ret,63400Pm7x5Awe4NH82oRYe,https://open.spotify.com/track/63400Pm7x5Awe4NH82oRYe
"December 19, 2024 at 10:20AM",nssmnsb,MC Cabelinho,2JQnJDm11xI1aPDydn5qIN,https://open.spotify.com/track/2JQnJDm11xI1aPDydn5qIN
"December 19, 2024 at 10:23AM",terminei recentemente,MC Cabelinho,32Pnch1VwRe5aEubdr5SaH,https://open.spotify.com/track/32Pnch1VwRe5aEubdr5SaH
"December 19, 2024 at 10:27AM",ngm é perfeito,MC Cabelinho,48s5RykIHKyvbE04ejMxH1,https://open.spotify.com/track/48s5RykIHKyvbE04ejMxH1
"December 19, 2024 at 10:31AM",acabou o amor,MC Cabelinho,3TuJODOhChHkg1pbMQ8RW4,https://open.spotify.com/track/3TuJODOhChHkg1pbMQ8RW4
"December 19, 2024 at 10:34AM",tigrinho,MC Cabelinho,56x69XVUEab7NtWMUYvcLe,https://open.spotify.com/track/56x69XVUEab7NtWMUYvcLe
"December 19, 2024 at 10:37AM",nssmnsb,MC Cabelinho,2JQnJDm11xI1aPDydn5qIN,https://open.spotify.com/track/2JQnJDm11xI1aPDydn5qIN
"December 19, 2024 at 10:42AM",Everyday,Logic,4EAV2cKiqKP5UPZmY6dejk,https://open.spotify.com/track/4EAV2cKiqKP5UPZmY6dejk
"December 19, 2024 at 10:47AM",1-800-273-8255,Logic,5tz69p7tJuGPeMGwNTxYuV,https://open.spotify.com/track/5tz69p7tJuGPeMGwNTxYuV
"December 19, 2024 at 10:51AM",Like Woah,Logic,6bM3GKo47KVgvj3gHdWS0U,https://open.spotify.com/track/6bM3GKo47KVgvj3gHdWS0U
"December 19, 2024 at 10:55AM",Isis (feat. Logic),Joyner Lucas,4h7qcXBtaOJnmrapxoWxGf,https://open.spotify.com/track/4h7qcXBtaOJnmrapxoWxGf
"December 19, 2024 at 11:00AM",Alright,Logic,0lwkTJnLBVWvEnxtku7Msy,https://open.spotify.com/track/0lwkTJnLBVWvEnxtku7Msy
"December 19, 2024 at 11:11AM",Shimmy (feat. Joey Bada$$),Logic,1EY8nx5zKnaag1rlc2zNNd,https://open.spotify.com/track/1EY8nx5zKnaag1rlc2zNNd
"December 19, 2024 at 11:13AM",Mission Control (feat. T Man the Wizard),Logic,50VDY20fQBAfjYwtVEWPWS,https://open.spotify.com/track/50VDY20fQBAfjYwtVEWPWS
"December 19, 2024 at 11:19AM",tigrinho,MC Cabelinho,56x69XVUEab7NtWMUYvcLe,https://open.spotify.com/track/56x69XVUEab7NtWMUYvcLe
"December 19, 2024 at 11:23AM",mero pecador,MC Cabelinho,7M3UkYTx6ZY2tkrOKCz9fa,https://open.spotify.com/track/7M3UkYTx6ZY2tkrOKCz9fa
"December 19, 2024 at 11:56AM",misericórdia,MC Cabelinho,0MmCrODsKXrfiIqt6CajUY,https://open.spotify.com/track/0MmCrODsKXrfiIqt6CajUY
"December 19, 2024 at 12:01PM",terminei recentemente,MC Cabelinho,32Pnch1VwRe5aEubdr5SaH,https://open.spotify.com/track/32Pnch1VwRe5aEubdr5SaH
"December 19, 2024 at 12:08PM",ngm é perfeito,MC Cabelinho,48s5RykIHKyvbE04ejMxH1,https://open.spotify.com/track/48s5RykIHKyvbE04ejMxH1
"December 19, 2024 at 12:12PM",garrafa vazia,MC Cabelinho,4VNAAEN2euoyl7N8E3QSph,https://open.spotify.com/track/4VNAAEN2euoyl7N8E3QSph
"December 19, 2024 at 12:15PM",quem me dera,MC Cabelinho,3KtyJBBNlfs5R0H9dgZDWK,https://open.spotify.com/track/3KtyJBBNlfs5R0H9dgZDWK
"December 19, 2024 at 12:18PM",tigrinho,MC Cabelinho,56x69XVUEab7NtWMUYvcLe,https://open.spotify.com/track/56x69XVUEab7NtWMUYvcLe
"December 19, 2024 at 12:24PM",ESPAÇONAVE,Brandão85,4pwKy99a1IhAwjekz8Zf0c,https://open.spotify.com/track/4pwKy99a1IhAwjekz8Zf0c
"December 19, 2024 at 12:28PM",Lama no Copo,Matuê,1LbGQIbIK5fybh2AfGz0hw,https://open.spotify.com/track/1LbGQIbIK5fybh2AfGz0hw
"December 19, 2024 at 12:33PM",O Som,Matuê,4v0VOuuaZSQHjnjzkC3cnk,https://open.spotify.com/track/4v0VOuuaZSQHjnjzkC3cnk
"December 19, 2024 at 12:37PM",Brinca Demais,WIU,1JzMOnuyabzpRuSudDD4Cq,https://open.spotify.com/track/1JzMOnuyabzpRuSudDD4Cq
"December 19, 2024 at 12:45PM",333,Matuê,0qsKefQyXCzaxjHbOcd8IU,https://open.spotify.com/track/0qsKefQyXCzaxjHbOcd8IU
"December 19, 2024 at 05:34PM",ngm é perfeito,MC Cabelinho,48s5RykIHKyvbE04ejMxH1,https://open.spotify.com/track/48s5RykIHKyvbE04ejMxH1
"December 19, 2024 at 05:37PM",Quando O Tempo Fechar,Filipe Ret,3Qmd1osh5bArdIRjhpafyz,https://open.spotify.com/track/3Qmd1osh5bArdIRjhpafyz
"December 19, 2024 at 05:40PM",X1,MC Cabelinho,0dcHD9QhnWRA41zoLnC83X,https://open.spotify.com/track/0dcHD9QhnWRA41zoLnC83X
"December 19, 2024 at 05:42PM",Imagina esse Cenário,Matuê,2fjqfFUq64thFsqfKN01kS,https://open.spotify.com/track/2fjqfFUq64thFsqfKN01kS
"December 19, 2024 at 05:45PM",CASTER,Derek,54nFh151zFbKTMozZZ3R02,https://open.spotify.com/track/54nFh151zFbKTMozZZ3R02
"December 19, 2024 at 05:48PM",terminei recentemente,MC Cabelinho,32Pnch1VwRe5aEubdr5SaH,https://open.spotify.com/track/32Pnch1VwRe5aEubdr5SaH
"December 19, 2024 at 05:50PM",Cogulândia,Matuê,5T6mY3sQbvVfLnertXdoST,https://open.spotify.com/track/5T6mY3sQbvVfLnertXdoST
"December 19, 2024 at 05:55PM",Fim de Semana no Rio,Teto,7afaZ37wJJL6880z1NRgJS,https://open.spotify.com/track/7afaZ37wJJL6880z1NRgJS
"December 19, 2024 at 05:58PM",VOCÊ&EU,MC Cabelinho,3lF4NH7uy1rRMHvmmK99TX,https://open.spotify.com/track/3lF4NH7uy1rRMHvmmK99TX
"December 19, 2024 at 06:02PM",Favorita,Volp,1wtfZcywQbynryjXGBNfMQ,https://open.spotify.com/track/1wtfZcywQbynryjXGBNfMQ
"December 19, 2024 at 06:04PM",GO!,Aka Rasta,3pXNplcoTZThHOyUsG01XD,https://open.spotify.com/track/3pXNplcoTZThHOyUsG01XD
"December 19, 2024 at 06:07PM",To de Pé,Mc Poze do Rodo,6WHGZ8voLYNlgYlUyBhQm9,https://open.spotify.com/track/6WHGZ8voLYNlgYlUyBhQm9
"December 19, 2024 at 06:10PM",Distante,MD Chefe,7oE08PPqw5XozzHUv1P9XD,https://open.spotify.com/track/7oE08PPqw5XozzHUv1P9XD
"December 19, 2024 at 06:12PM",Mira Laser,BIN,68HhgilmzwszvhQouUPNsg,https://open.spotify.com/track/68HhgilmzwszvhQouUPNsg
"December 19, 2024 at 06:14PM",Ela fica de cara,"Ryu, The Runner",7DasbL2PXboIomT5v9RSGG,https://open.spotify.com/track/7DasbL2PXboIomT5v9RSGG
"December 19, 2024 at 06:17PM",Perdoa Por Tudo Vida,Veigh,77uKOPe9LycSfrXCKqfJp2,https://open.spotify.com/track/77uKOPe9LycSfrXCKqfJp2
"December 19, 2024 at 06:19PM",Pérola,Veigh,0OUFQe9fTQPUDh04a2IbaE,https://open.spotify.com/track/0OUFQe9fTQPUDh04a2IbaE
"December 19, 2024 at 06:22PM",Fim,Yunk Vino,2Cmeenm4zqdP24XgOAFPYt,https://open.spotify.com/track/2Cmeenm4zqdP24XgOAFPYt
"December 19, 2024 at 06:24PM",Melhor Agora,Filipe Ret,4HD67byP5AqlOGuoMyUgyA,https://open.spotify.com/track/4HD67byP5AqlOGuoMyUgyA
"December 19, 2024 at 06:28PM",VOLTA,T-Rex,3CpaYsotb6gvM1RGtksLlr,https://open.spotify.com/track/3CpaYsotb6gvM1RGtksLlr
"December 19, 2024 at 06:30PM",ASTRAL,Brandão85,5oKmkzYGZSck6AXjKBuLHM,https://open.spotify.com/track/5oKmkzYGZSck6AXjKBuLHM
"December 19, 2024 at 06:33PM",Senti Tanto,Van Zee,4VAybjMGGmc3ihxbMHQ5PM,https://open.spotify.com/track/4VAybjMGGmc3ihxbMHQ5PM
"December 19, 2024 at 06:35PM",Pepp@ 2,LH CHUCRO,4Yrs6DDP7GRTZIj9oJ4SPS,https://open.spotify.com/track/4Yrs6DDP7GRTZIj9oJ4SPS
"December 19, 2024 at 06:37PM",PASSADO DE UM VILÃO,Alee,5gXH6r92zVkhgP1BF73J4b,https://open.spotify.com/track/5gXH6r92zVkhgP1BF73J4b
"December 19, 2024 at 06:40PM",7 da Sorte,Veigh,6BD0tVP2lRt5gWWeEh29mv,https://open.spotify.com/track/6BD0tVP2lRt5gWWeEh29mv
"December 19, 2024 at 06:44PM",H. O. R. T. A,Matuê,5q4hfYxvlDZxia6U5Y0eh0,https://open.spotify.com/track/5q4hfYxvlDZxia6U5Y0eh0
"December 19, 2024 at 06:46PM",Vibe Infinita,Filipe Ret,3zZzG8v295s437L9X8qjlZ,https://open.spotify.com/track/3zZzG8v295s437L9X8qjlZ
"December 19, 2024 at 06:48PM",DAMN!,"Ryu, The Runner",4unpSpFKk3d8H08AmLvrHj,https://open.spotify.com/track/4unpSpFKk3d8H08AmLvrHj
"December 19, 2024 at 06:52PM",Tava Bom,Mateca,78vcgnlsXbztZDZC9R5FUp,https://open.spotify.com/track/78vcgnlsXbztZDZC9R5FUp
"December 19, 2024 at 06:57PM",Vizão de Cria 3,Caio Luccas,7BE8gYIIFPJsx3EjXk77yT,https://open.spotify.com/track/7BE8gYIIFPJsx3EjXk77yT
"December 19, 2024 at 07:00PM",1...2...3 (Intro),Brocasito,2IArrERPrwqYN5NDOEE3Sz,https://open.spotify.com/track/2IArrERPrwqYN5NDOEE3Sz
"December 19, 2024 at 07:02PM",Londres Freestyle,Veigh,5E6J5d0GB3yowau3SYig6F,https://open.spotify.com/track/5E6J5d0GB3yowau3SYig6F
"December 19, 2024 at 07:04PM",Ibiza,L7NNON,0iqMxa5BrNSP4ogxOwwqIK,https://open.spotify.com/track/0iqMxa5BrNSP4ogxOwwqIK
"December 19, 2024 at 07:06PM",Cheiro de Sexo,Tz da Coronel,475L05BT8k102evS4F1vx6,https://open.spotify.com/track/475L05BT8k102evS4F1vx6
"December 19, 2024 at 07:09PM",F* F* M*,Filipe Ret,0cHflpV8SSGbE0NKaasEfT,https://open.spotify.com/track/0cHflpV8SSGbE0NKaasEfT
"December 19, 2024 at 07:11PM",Tudo Acaba,Leozin,66T9CxKSwBeZECvwAGXjlm,https://open.spotify.com/track/66T9CxKSwBeZECvwAGXjlm
"December 19, 2024 at 07:15PM",Prosperidade,Filipe Ret,7sG9CqpgxDM7YnXUybzzx9,https://open.spotify.com/track/7sG9CqpgxDM7YnXUybzzx9
"December 19, 2024 at 07:18PM",Embalo,"Ryu, The Runner",5cAeyKBtzlQ0EIwPFcIYhT,https://open.spotify.com/track/5cAeyKBtzlQ0EIwPFcIYhT
"December 19, 2024 at 07:36PM",Bahia,Alee,5owa9sHRDBAS2cLuV206xy,https://open.spotify.com/track/5owa9sHRDBAS2cLuV206xy
"December 19, 2024 at 07:39PM",O Meu Drip Brilha,Chico da Tina,1bwjsa9hVLGSXSJ6TuqEly,https://open.spotify.com/track/1bwjsa9hVLGSXSJ6TuqEly
"December 19, 2024 at 07:41PM",Cartão Black,MC Caverinha,12YCtLHGk6tP6RbHDHflCs,https://open.spotify.com/track/12YCtLHGk6tP6RbHDHflCs
"December 19, 2024 at 07:44PM",Celine,Matuê,1GQEv9tmQetSvqFKj31YCA,https://open.spotify.com/track/1GQEv9tmQetSvqFKj31YCA
"December 19, 2024 at 07:47PM",Fumaça Quente,BIN,7goPqaQ587wr3YRDcWTS1x,https://open.spotify.com/track/7goPqaQ587wr3YRDcWTS1x
"December 19, 2024 at 07:49PM",De Alta,Matuê,0JqPJC8pDM8bSWhD85hegc,https://open.spotify.com/track/0JqPJC8pDM8bSWhD85hegc
"December 19, 2024 at 07:51PM",Business,"Ryu, The Runner",3B4MxQOkvwS5Cx3G4Csn03,https://open.spotify.com/track/3B4MxQOkvwS5Cx3G4Csn03
"December 19, 2024 at 07:53PM",Bang Bang (feat. Matuê),Garena Free Fire,674zI66aNYezOTSy1xxg5l,https://open.spotify.com/track/674zI66aNYezOTSy1xxg5l
"December 19, 2024 at 07:55PM",Dialogo,Yunk Vino,5T9QnISeG2Q6Ysu9HbaAzS,https://open.spotify.com/track/5T9QnISeG2Q6Ysu9HbaAzS
"December 19, 2024 at 10:29PM",nssmnsb,MC Cabelinho,2JQnJDm11xI1aPDydn5qIN,https://open.spotify.com/track/2JQnJDm11xI1aPDydn5qIN
"December 19, 2024 at 10:32PM",PÉ NOVO,T-Rex,7432vfk7lMjvBKYWwcu2Uh,https://open.spotify.com/track/7432vfk7lMjvBKYWwcu2Uh
